Customer_ID,Fiscal_Quarter,Transaction_Amount_Local,FX_Rate_To_USD,Discount_Pct
12948,Q3-2024,1787,1.09,9.7
10656,Q3-2022,8071,0.2,21.3
13253,Q1-2023,5801,0.012,0.4
14065,Q1-2022,639,0.2,6.7
14992,Q2-2024,11804,1.09,16.0
14286,Q2-2024,2142,1.0,0.0
14025,Q3-2023,194,0.012,10.1
13826,Q2-2023,1721,0.14,24.2
11781,Q4-2025,15012,1.09,
14538,Q1-2024,4614,0.0011,
11118,Q3-2024,31756,0.74,
11920,Q4-2023,13785,0.27,28.6
12499,Q1-2024,3937,0.0077,22.0
12271,Q1-2025,2143,0.0008,8.7
10594,Q3-2022,22223,1.0,13.3
12356,Q4-2023,3329,1.09,18.9
11936,Q2-2025,31442,0.012,
14116,Q4-2022,19733,0.0008,1.9
11237,Q2-2023,3840,1.09,2.5
13252,Q1-2024,4403,0.74,15.3
11150,Q2-2026,5292,0.012,15.3
12995,Q3-2024,4310,1.0,11.7
11817,Q4-2025,1521,0.054,11.8
11953,Q2-2024,771,1.0,11.1
13233,Q4-2022,650,0.028,16.7
12136,Q4-2024,781,0.098,23.7
11854,Q1-2024,11416,1.09,13.5
14776,Q1-2026,5177,1.0,7.2
11131,Q3-2023,3514,1.27,
10359,Q2-2023,4389,1.09,21.1
13803,Q2-2024,7578,1.0,17.8
11410,Q1-2024,6315,0.2,11.1
14192,Q4-2023,1807,1.27,4.0
12335,Q4-2022,348,1.09,13.9
14680,Q4-2023,5721,1.09,
14461,Q4-2023,1071,0.14,19.9
10304,Q2-2023,801,1.09,14.9
11146,Q3-2025,5257,0.0006,23.4
12760,Q3-2022,1110,0.044,11.8
13542,Q1-2024,2914,1.0,15.8
14142,Q4-2023,8567,0.22,11.8
14806,Q1-2023,1164,0.14,16.2
13767,Q1-2022,3602,0.65,7.7
12623,Q3-2023,3538,1.0,4.7
11895,Q2-2024,16549,0.74,14.4
10555,Q2-2026,5978,0.0077,1.1
11385,Q2-2024,34775,0.058,31.5
11020,Q3-2023,2069,0.22,20.6
14128,Q2-2024,3072,0.27,14.8
14449,Q3-2024,9762,0.0003,7.7
11233,Q2-2026,2628,0.74,6.5
14201,Q3-2023,32912,0.74,9.0
14637,Q4-2024,1006,0.22,22.0
10704,Q2-2023,15451,0.0067,27.7
12744,Q4-2024,3599,0.018,17.1
10694,Q1-2024,6595,0.0008,14.7
14075,Q3-2025,7367,0.0067,2.6
10849,Q2-2025,1490,1.0,10.9
13216,Q1-2025,1036,1.0,6.9
10996,Q4-2023,3390,1.09,16.3
12732,Q1-2026,3872,1.09,8.3
11288,Q4-2024,257,0.128,11.4
10811,Q1-2023,40079,0.147,2.7
11451,Q1-2025,3146,1.27,38.1
11374,Q1-2025,1043,0.012,31.4
10144,Q4-2023,2521,0.028,7.5
14956,Q2-2025,2141,1.09,6.9
12923,Q2-2026,33640,0.74,1.8
12902,Q3-2022,562,0.27,31.4
10583,Q1-2026,15651,1.09,7.2
11264,Q3-2023,16855,0.012,25.2
11287,Q4-2024,341,0.25,24.6
12999,Q4-2023,10734,0.0011,18.6
12431,Q4-2024,4859,0.74,22.6
10340,Q2-2024,1383,1.27,23.4
12098,Q4-2024,6069,1.09,21.2
14907,Q2-2023,36977,1.09,41.2
13836,Q2-2023,1024,1.0,7.8
11533,Q3-2023,4515,0.012,22.8
10578,Q4-2022,23757,0.098,7.3
14846,Q1-2023,938,1.09,10.2
13926,Q4-2023,18398,1.09,14.3
12412,Q3-2024,6626,0.0067,22.6
14949,Q3-2022,21691,0.054,4.5
10527,Q2-2024,8308,1.27,13.8
12444,Q1-2023,2120,0.74,24.3
12590,Q3-2024,4618,1.09,23.1
12848,Q3-2022,17217,1.27,4.0
10677,Q2-2024,5807,0.74,22.5
12713,Q1-2025,793,0.096,8.1
12912,Q2-2023,29665,0.74,4.0
14064,Q3-2022,23544,0.65,12.2
14611,Q1-2025,3756,0.22,26.0
13916,Q2-2025,7257,0.27,15.1
14837,Q3-2024,37350,0.058,8.0
14048,Q1-2025,14937,1.09,6.2
14772,Q3-2023,4558,0.0067,23.6
12644,Q2-2024,1040,0.012,31.3
13820,Q4-2022,18139,0.0001,25.9
14498,Q4-2022,630,1.0,9.9
11274,Q3-2024,12645,1.0,2.3
14564,Q4-2024,11358,0.27,20.4
12782,Q2-2023,617,1.27,5.4
10190,Q3-2022,6839,0.22,9.8
10780,Q2-2026,4360,1.0,24.6
10023,Q4-2025,997,0.14,18.6
10507,Q1-2024,3878,0.058,8.9
13808,Q1-2024,8499,0.65,15.5
10220,Q4-2022,10847,1.0,14.0
10400,Q4-2024,88,1.0,13.9
14912,Q2-2022,5430,0.054,20.8
10816,Q4-2023,15865,0.65,31.9
12952,Q1-2025,1612,0.27,14.2
13863,Q3-2023,494,0.0008,15.7
12918,Q4-2024,7472,1.0,25.2
13766,Q2-2025,983,1.09,9.1
13758,Q1-2029,2182,0.74,9.6
10487,Q3-2025,2159,0.14,17.8
12267,Q2-2025,6223,1.27,7.4
13091,Q2-2023,1565,1.09,15.5
12976,Q2-2025,12860,0.0001,15.4
11478,Q2-2023,2730,0.096,21.0
10148,Q2-2024,2431,1.13,12.1
12649,Q2-2024,1359,1.27,15.0
12519,Q2-2025,6295,1.09,29.0
11861,Q3-2022,2871,0.2,13.6
10006,Q1-2026,14724,1.09,21.3
13155,Q4-2023,2341,0.27,7.2
10973,Q2-2025,15199,1.09,1.7
11489,Q4-2023,1410,1.0,22.8
10990,Q2-2025,2383,1.13,
11504,Q4-2024,119,0.14,12.0
10085,Q4-2025,13191,0.028,9.9
13150,Q3-2025,3972,1.0,4.6
12683,Q3-2027,636,1.09,3.9
12839,Q1-2023,7338,0.0067,11.6
14147,Q1-2023,13575,0.0011,3.4
14369,Q3-2022,1004,0.0067,7.0
13121,Q3-2027,20051,1.09,19.2
14296,Q1-2023,1193,1.09,23.4
11858,Q4-2023,16878,1.09,
11684,Q3-2026,2034,0.74,4.2
11618,Q4-2024,20908,0.0008,9.9
12115,Q3-2024,2533,0.65,3.3
12603,Q3-2024,6031,0.147,19.1
12388,Q3-2024,20629,1.0,2.0
13204,Q1-2024,2214,0.27,10.0
10201,Q2-2024,2529,0.0011,11.8
10203,Q4-2024,271,0.058,19.7
11640,Q2-2023,1196,1.09,1.6
12893,Q4-2024,11382,1.0,15.0
13424,Q1-2024,1533,0.128,8.5
11387,Q4-2022,24820,1.27,8.9
11415,Q3-2023,18238,1.09,
14417,Q4-2025,2081,1.09,
13650,Q1-2023,1637,0.032,13.0
13674,Q3-2023,2790,0.058,13.1
11957,Q4-2023,23462,1.27,4.6
11505,Q1-2023,6063,0.0067,33.6
13953,Q3-2022,18585,1.09,28.3
13455,Q1-2023,4946,0.2,20.3
10207,Q4-2022,1248,1.0,0.0
13284,Q2-2023,23638,0.25,3.0
14948,Q1-2023,6290,0.0003,16.0
12340,Q1-2023,5063,0.0001,3.9
11475,Q2-2025,1615,1.0,13.9
14175,Q1-2023,2839,0.0001,10.0
14561,Q1-2024,1154,0.098,29.6
14591,Q3-2025,2094,0.012,12.1
12105,Q3-2024,18330,1.27,
11237,Q3-2024,559,1.09,3.1
12399,Q4-2024,28062,0.0031,9.0
10618,Q3-2025,103,0.74,12.1
13340,Q4-2022,1212,0.012,14.4
11129,Q1-2024,14035,1.09,11.7
10331,Q4-2023,6898,0.0067,23.9
14196,Q2-2024,2844,0.74,
10143,Q4-2022,10277,1.27,17.8
11229,Q4-2022,2515,1.09,
10596,Q3-2022,702,0.054,16.5
12788,Q3-2024,2068,0.0008,14.1
10398,Q1-2025,3960,1.09,21.9
12436,Q1-2022,6282,0.096,14.0
13466,Q2-2024,4282,0.25,9.6
12875,Q4-2026,41948,1.09,0.5
12092,Q1-2024,1059,0.22,14.4
11149,Q2-2023,12225,0.018,18.5
12143,Q3-2023,8151,0.0067,4.7
14438,Q4-2022,11396,0.0067,4.3
11336,Q1-2024,11097,1.09,27.6
14097,Q3-2023,2466,1.09,8.6
10612,Q4-2023,6395,0.012,8.7
13109,Q1-2025,16568,0.27,7.3
10091,Q1-2023,3878,1.09,18.2
11794,Q4-2025,12403,0.27,14.0
13411,Q1-2023,28226,0.012,11.8
14284,Q3-2022,13878,0.058,12.8
10970,Q2-2022,4897,0.65,6.0
11170,Q2-2022,16251,0.012,2.9
12112,Q2-2023,578,0.27,22.4
13881,Q3-2023,2787,0.012,7.6
10623,Q1-2023,3314,0.054,17.4
14115,Q4-2023,29267,0.096,6.2
10318,Q4-2023,2923,0.018,13.7
10291,Q3-2025,5847,1.09,31.6
10111,Q2-2026,845,0.058,4.5
11564,Q4-2023,939,0.22,
14216,Q1-2026,13225,0.0067,9.1
12415,Q3-2022,3031,0.0077,19.5
11761,Q3-2025,1856,1.0,16.1
13024,Q2-2024,2602,1.09,12.9
10107,Q3-2023,2072,0.74,14.6
11248,Q3-2023,9472,0.128,4.9
14336,Q2-2025,11028,0.74,3.4
12926,Q1-2024,2653,0.2,15.1
13590,Q1-2026,8169,0.054,17.1
14921,Q4-2022,8638,0.2,27.6
13247,Q2-2023,412,0.74,18.7
11151,Q1-2025,12219,0.65,7.8
13664,Q3-2023,3639,0.028,
14176,Q3-2024,905,0.0031,9.6
12186,Q4-2022,1275,1.09,9.3
12399,Q1-2024,9670,0.0031,13.9
13846,Q3-2025,3239,0.27,36.3
13457,Q2-2024,23090,0.22,25.2
12104,Q4-2023,3237,1.0,15.4
14661,Q1-2025,8606,1.09,2.4
10436,Q2-2023,3498,1.0,5.2
11387,Q2-2023,12590,1.27,10.0
12472,Q2-2024,5675,0.74,29.0
14239,Q1-2023,1338,0.65,23.3
14848,Q2-2022,15266,1.09,15.0
11057,Q2-2023,8252,0.74,25.2
12696,Q2-2025,6308,0.27,10.7
12930,Q3-2024,2343,0.012,14.8
12347,Q2-2023,4487,1.09,28.3
11403,Q2-2023,249,1.0,12.8
10346,Q4-2024,1341,1.0,7.7
13679,Q3-2028,26467,0.65,12.7
11617,Q1-2022,13250,1.09,5.2
11911,Q3-2026,6521,0.0067,10.7
13132,Q1-2024,3646,0.0001,26.8
11915,Q4-2024,2833,0.0067,13.5
14922,Q3-2025,51928,1.09,9.4
10585,Q2-2025,10116,0.012,19.7
12681,Q1-2024,9821,0.0031,22.4
12225,Q1-2025,3750,0.0077,
12450,Q3-2022,2676,1.13,11.0
11869,Q1-2023,3598,0.032,21.8
14796,Q3-2025,31272,0.27,8.9
14373,Q4-2023,549,0.012,17.5
14882,Q2-2024,2284,1.0,11.1
11956,Q2-2024,28479,1.09,29.2
12805,Q3-2024,2650,0.2,1.0
10343,Q1-2022,2988,0.14,27.0
13236,Q2-2022,34911,1.0,14.4
11449,Q2-2024,3645,0.012,7.0
14728,Q4-2024,3535,0.0003,4.5
12553,Q1-2025,6936,1.27,17.9
11896,Q3-2025,25843,1.0,1.5
12214,Q4-2024,771,0.27,7.9
11607,Q3-2025,4968,0.14,31.7
14170,Q3-2024,2760,1.27,9.7
14508,Q2-2023,13642,0.058,4.8
11419,Q4-2023,3762,0.14,14.5
12719,Q2-2022,33377,0.0067,15.2
12461,Q4-2022,8415,1.13,29.3
10491,Q2-2023,12534,1.27,0.8
14435,Q1-2023,19065,0.0067,12.5
10248,Q3-2023,278,0.2,18.2
10722,Q4-2023,1154,1.0,
13713,Q4-2023,2165,0.65,23.8
14472,Q2-2024,11651,1.0,
11795,Q1-2024,3033,0.054,13.3
12541,Q3-2025,3586,0.22,17.1
14832,Q1-2027,6765,0.2,1.8
13573,Q3-2024,430,0.65,22.3
11977,Q2-2025,10440,0.74,19.6
13585,Q1-2025,1354,0.0008,24.1
11459,Q2-2022,3402,0.25,21.0
11149,Q1-2027,11548,0.018,32.7
13720,Q3-2022,1400,1.0,15.5
12291,Q3-2024,1393,1.09,32.3
10347,Q3-2023,5093,0.012,29.6
10275,Q3-2022,2984,1.09,5.9
14009,Q4-2025,6465,0.012,12.1
13339,Q1-2026,1761,1.09,14.2
12807,Q4-2023,1574,0.65,21.9
12264,Q1-2026,26130,1.0,9.8
10556,Q2-2025,18123,0.14,4.2
12692,Q1-2024,5288,0.096,11.6
13516,Q2-2023,4551,0.044,12.1
13094,Q1-2024,2468,0.0036,34.2
11518,Q4-2022,16760,0.0006,26.7
13356,Q2-2024,1257,0.65,17.5
14497,Q2-2023,345,1.0,20.8
13402,Q1-2023,7062,0.058,15.9
12840,Q3-2025,1461,1.09,8.7
12058,Q1-2024,2601,0.74,
13389,Q1-2024,2845,0.096,9.9
11524,Q4-2025,1265,0.2,7.5
10743,Q4-2024,5645,0.65,12.0
11196,Q4-2024,8673,1.09,3.3
10541,Q3-2024,1991,0.61,26.5
14570,Q3-2023,8717,0.054,16.6
10650,Q1-2023,8086,0.058,
11875,Q4-2022,15827,0.0011,36.5
11912,Q2-2022,4763,0.27,0.3
14816,Q3-2024,7123,0.058,8.7
11427,Q1-2024,8051,1.0,4.3
13038,Q1-2026,23481,1.13,7.5
10902,Q1-2025,31163,1.0,5.1
13596,Q4-2022,1892,0.0067,26.5
12727,Q2-2023,11656,1.0,6.6
13445,Q3-2023,8153,0.14,18.7
14993,Q4-2022,4990,1.09,0.0
11547,Q1-2025,14532,1.0,3.0
10120,Q4-2022,31093,0.25,5.7
13847,Q4-2024,994,0.65,6.3
14345,Q1-2025,8090,0.054,15.1
11183,Q2-2027,7519,0.74,6.5
10830,Q3-2024,14141,0.65,1.0
11839,Q4-2022,11052,0.0091,
12141,Q2-2023,40641,1.09,39.9
14819,Q4-2023,363,1.09,18.7
14422,Q3-2024,1745,1.0,6.6
11464,Q1-2025,1471,0.27,10.9
10562,Q3-2026,60630,1.09,9.0
13333,Q1-2022,5511,1.0,8.5
13630,Q1-2023,37511,0.14,9.0
14956,Q4-2023,4148,1.09,5.1
11316,Q2-2024,24751,0.25,6.7
14085,Q3-2023,1149,1.0,19.4
11495,Q4-2024,8019,0.0008,10.6
14695,Q1-2022,1124,1.09,15.0
12484,Q3-2023,446,0.0067,10.2
13957,Q4-2022,1621,0.098,21.4
10450,Q3-2023,14224,1.09,10.8
10805,Q4-2022,5892,0.25,10.5
13001,Q3-2026,46242,1.09,22.6
13490,Q1-2023,758,0.012,18.3
11463,Q2-2027,27165,0.012,
10102,Q1-2022,1312,1.27,18.6
12933,Q4-2025,3159,1.0,15.0
12802,Q2-2023,1591,0.65,24.7
10334,Q2-2025,1552,0.74,30.5
14357,Q4-2024,42315,0.0091,14.7
11445,Q2-2027,3197,0.2,4.4
10308,Q4-2025,18463,1.27,17.9
11915,Q3-2027,2990,0.0067,18.3
13535,Q3-2024,2883,0.0067,15.4
12042,Q2-2024,997,0.2,6.0
10753,Q4-2024,14231,0.0067,6.8
14775,Q4-2024,2807,0.65,6.6
12015,Q4-2023,11081,0.0003,20.7
11707,Q2-2022,12392,0.74,8.1
11785,Q1-2024,5687,0.0006,11.4
12550,Q4-2026,9745,1.0,3.1
13062,Q1-2025,1167,0.0011,29.0
13361,Q2-2023,4984,0.058,21.1
13181,Q4-2024,479,0.0003,15.4
11350,Q3-2022,1334,0.012,8.4
14678,Q3-2028,11872,0.012,6.7
11194,Q2-2023,233,1.13,18.9
11481,Q1-2025,7452,0.0067,5.5
14063,Q2-2024,2696,1.09,9.1
13484,Q2-2024,833,1.09,4.8
13323,Q4-2025,325,1.0,9.5
13306,Q3-2023,23018,1.0,5.7
11050,Q2-2028,28948,0.25,7.0
13773,Q3-2023,3394,0.012,13.3
10043,Q4-2022,7266,1.27,4.8
12056,Q1-2025,100,1.09,14.9
11341,Q3-2024,11416,0.14,6.6
14119,Q4-2022,3985,0.27,12.3
11325,Q2-2025,744,0.27,20.1
14751,Q1-2026,11807,0.61,11.9
13774,Q3-2024,548,0.0067,28.4
11164,Q4-2027,19226,0.22,9.1
11663,Q4-2023,15245,0.74,18.4
13899,Q1-2022,62509,1.27,2.5
12146,Q4-2024,5527,0.012,23.4
13228,Q1-2027,1681,0.74,14.0
12427,Q3-2025,25323,0.0036,4.0
13788,Q4-2023,22196,0.0077,5.7
13991,Q1-2025,1086,0.14,20.9
12983,Q4-2025,6508,0.028,2.3
10971,Q2-2023,13366,1.09,5.6
11838,Q3-2022,3789,0.054,31.0
10966,Q2-2023,809,0.0011,11.4
11154,Q4-2023,1354,1.27,3.0
12967,Q3-2022,785,0.25,14.6
14755,Q3-2023,12218,0.27,25.5
11504,Q2-2024,201,0.14,7.4
14548,Q3-2024,15337,0.012,9.5
11287,Q1-2024,1263,0.25,16.3
14656,Q3-2024,994,0.74,12.4
11775,Q4-2023,2900,0.147,4.6
13639,Q1-2023,298,1.09,
14486,Q1-2026,675,0.0003,4.9
11719,Q4-2023,1535,0.27,11.8
10931,Q4-2025,21109,0.0036,9.2
11095,Q4-2023,14981,0.032,6.3
12100,Q3-2024,16559,1.0,0.0
10106,Q2-2024,10855,1.09,14.9
13509,Q1-2023,6188,0.22,12.9
14830,Q4-2023,4816,0.147,22.4
13368,Q2-2024,4027,0.0067,5.2
12284,Q2-2023,3591,0.74,
12111,Q1-2025,1453,0.61,18.4
13924,Q3-2023,2745,1.09,29.0
14084,Q2-2023,124,0.2,18.2
11268,Q4-2024,1364,0.65,22.3
14555,Q3-2022,2391,0.74,9.0
14886,Q1-2024,1322,0.14,15.1
10912,Q3-2022,2512,1.0,15.1
11761,Q3-2025,722,1.0,20.1
10915,Q3-2022,1257,0.27,24.1
13293,Q3-2025,2830,1.09,8.5
13977,Q3-2023,7846,1.0,0.0
12268,Q4-2022,3293,0.054,20.8
14062,Q3-2024,1751,0.018,17.1
10692,Q3-2024,1579,1.0,27.3
11079,Q1-2024,1690,1.0,8.3
14342,Q2-2024,4356,1.0,8.8
14670,Q2-2022,3380,0.14,7.1
11291,Q2-2024,8130,0.012,14.0
14083,Q4-2023,2559,1.0,13.2
13883,Q3-2022,1364,0.054,12.7
12562,Q3-2023,1637,1.27,13.7
10583,Q3-2024,10994,1.09,5.4
14583,Q1-2026,1213,0.2,25.1
10556,Q1-2025,2583,0.14,4.8
10229,Q3-2022,11924,0.2,8.3
14937,Q2-2024,1783,1.27,18.4
12219,Q3-2024,6592,1.27,16.4
14770,Q3-2023,1735,1.0,6.4
13678,Q3-2024,1568,0.098,14.7
11995,Q3-2023,3000,0.65,22.9
14605,Q1-2024,18838,0.058,5.2
10225,Q3-2023,19328,1.09,2.8
14982,Q2-2023,12930,1.0,3.1
11870,Q4-2024,316,0.044,22.3
10821,Q1-2023,3886,0.012,13.9
14767,Q3-2022,2875,0.0003,16.0
13076,Q2-2024,899,1.13,17.7
13353,Q4-2022,29629,0.65,8.2
14961,Q2-2026,2239,1.09,12.2
10420,Q4-2022,2962,1.09,19.3
11722,Q2-2024,940,1.09,2.2
11347,Q3-2023,5887,0.22,24.7
13445,Q1-2023,6471,0.14,12.8
14504,Q1-2024,2968,0.2,22.2
14134,Q4-2023,467,0.27,17.1
10059,Q1-2025,1967,0.27,8.0
10736,Q3-2025,15980,0.22,12.7
10602,Q3-2024,12895,1.0,
10422,Q3-2022,16497,1.13,6.1
13423,Q2-2023,3119,0.0006,11.4
13948,Q1-2023,21635,0.012,3.1
13084,Q2-2023,2083,0.27,8.5
14441,Q4-2022,21537,0.044,3.6
14236,Q3-2025,39158,1.27,6.8
10298,Q4-2023,8861,0.0003,27.9
11908,Q3-2024,28648,0.65,0.2
12895,Q4-2023,602,1.09,31.5
12317,Q4-2023,34567,0.14,4.1
10769,Q4-2023,35751,1.09,5.4
13453,Q3-2024,2085,0.74,4.0
12266,Q1-2025,2866,1.0,7.2
10217,Q2-2022,11076,1.09,2.6
13684,Q4-2024,6768,0.14,19.8
10470,Q4-2024,1273,1.0,
12632,Q2-2024,1015,0.012,29.2
12310,Q4-2023,5001,1.09,12.5
13208,Q3-2023,6564,1.09,4.7
11485,Q2-2023,3842,0.032,8.3
10983,Q3-2022,6876,0.74,3.7
11954,Q3-2025,8205,0.054,29.4
13105,Q2-2025,4146,0.012,7.6
13488,Q4-2023,3835,1.0,13.9
12706,Q2-2023,12608,0.25,20.2
12696,Q4-2027,1052,0.27,11.1
14146,Q2-2025,7986,0.012,11.2
11071,Q4-2024,7006,0.018,
10778,Q4-2022,21056,1.09,0.0
13744,Q3-2022,680,0.012,11.0
13980,Q1-2023,686,0.27,
11546,Q3-2024,875,0.0008,17.9
14243,Q4-2023,1772,1.0,33.3
13959,Q2-2025,1791,1.0,9.4
10206,Q4-2025,897,1.0,5.0
14810,Q3-2024,1237,0.0067,
12104,Q2-2023,7488,1.0,20.8
11983,Q4-2022,5416,1.27,26.8
10656,Q3-2022,1243,0.2,24.2
11403,Q1-2024,2279,1.0,21.9
11074,Q4-2024,22402,0.058,22.2
10965,Q4-2026,3599,0.012,28.1
11165,Q1-2022,13293,0.0001,5.5
10736,Q2-2025,2138,0.22,12.8
14983,Q3-2025,7606,0.0036,16.8
14156,Q4-2022,4665,0.018,6.6
14107,Q4-2023,4789,0.2,15.0
14680,Q3-2023,1166,1.09,20.0
13346,Q2-2024,5341,0.25,3.5
10100,Q4-2023,5961,0.14,42.1
12137,Q1-2023,4927,0.74,14.2
11650,Q4-2023,216,1.27,25.7
14240,Q1-2024,262,0.61,12.7
12331,Q4-2024,13782,0.2,4.9
13857,Q1-2023,7381,0.14,23.0
14521,Q3-2022,9890,0.018,
11199,Q2-2023,32789,1.09,5.0
12793,Q2-2024,2574,0.058,10.8
11258,Q1-2025,8067,1.0,23.9
14227,Q2-2024,576,0.0031,8.0
11172,Q2-2025,4564,0.096,6.8
12023,Q1-2026,9271,1.09,4.7
14252,Q2-2025,3084,1.09,8.1
12980,Q2-2023,1030,1.09,17.4
14387,Q4-2024,454,0.14,32.4
12302,Q4-2023,11888,0.0077,2.9
13781,Q3-2026,3548,0.27,4.1
12331,Q4-2024,11857,0.2,6.5
11676,Q1-2023,2383,0.74,28.5
11615,Q2-2023,2284,0.0091,35.6
10843,Q1-2025,4888,1.27,16.8
13993,Q4-2023,14940,0.74,8.8
12881,Q1-2024,1877,1.27,5.3
14092,Q3-2022,7781,1.09,8.3
14572,Q4-2025,2443,0.0006,16.1
11457,Q1-2025,763,1.09,5.8
12057,Q4-2023,21072,0.0008,24.6
13914,Q3-2024,1732,1.09,24.3
13326,Q1-2025,7674,0.2,34.4
11377,Q2-2023,27672,1.27,1.8
14334,Q3-2023,1696,0.27,19.4
14009,Q2-2026,4312,0.012,10.1
13183,Q1-2025,2740,0.25,28.3
14387,Q4-2023,1238,0.14,14.5
13228,Q4-2024,2303,0.74,12.0
12143,Q2-2024,442,0.0067,7.7
13583,Q1-2024,3453,1.09,
11068,Q4-2022,17661,0.2,17.3
12162,Q2-2024,62325,1.09,17.8
13340,Q4-2022,973,0.012,15.2
10108,Q2-2025,42955,1.27,6.6
11082,Q4-2024,29852,1.0,18.6
14893,Q1-2022,851,1.0,19.8
10612,Q4-2023,20855,0.012,8.5
11667,Q3-2024,12103,0.65,12.0
11739,Q1-2023,2564,0.65,14.1
13527,Q4-2024,22375,0.74,11.3
11745,Q3-2024,1296,1.0,4.4
13367,Q2-2022,3499,1.0,11.0
14997,Q3-2024,11535,1.27,6.4
13307,Q4-2027,1696,0.012,5.1
14206,Q2-2023,1218,0.0008,6.5
10003,Q4-2023,3937,0.0067,36.3
14450,Q1-2025,14510,1.09,2.3
13228,Q1-2022,9751,0.74,9.9
12823,Q1-2028,12686,1.27,13.3
12042,Q2-2024,2748,0.2,9.2
10241,Q3-2024,431,0.74,26.3
13731,Q1-2023,506,0.2,18.3
12872,Q3-2024,436,1.0,27.5
12967,Q4-2022,119,0.25,19.0
11990,Q1-2022,11090,1.0,8.0
11782,Q2-2023,10274,1.09,
10716,Q1-2022,14557,0.2,20.9
14245,Q3-2025,33148,1.09,10.2
14206,Q2-2023,1019,0.0008,4.4
12350,Q3-2024,1899,1.0,12.8
11047,Q2-2025,71518,1.09,9.1
14063,Q3-2024,32360,1.09,14.0
14471,Q1-2023,33445,0.27,13.6
10596,Q2-2022,3102,0.054,10.2
12341,Q4-2025,38330,1.09,3.1
13160,Q3-2024,2313,1.09,11.1
10091,Q2-2023,4832,1.09,16.4
10976,Q2-2024,1234,0.2,15.5
10649,Q2-2025,447,0.096,2.5
14571,Q3-2023,3250,1.0,
13645,Q1-2022,6736,1.09,3.5
13671,Q4-2025,331,1.0,23.1
12865,Q2-2024,1448,0.0067,20.0
14979,Q2-2023,2367,1.0,20.3
12109,Q1-2025,886,1.09,9.3
14508,Q3-2023,1500,0.058,4.9
14898,Q3-2022,543,0.65,26.4
13759,Q4-2026,1074,1.09,15.0
14267,Q3-2022,1417,1.09,14.7
13566,Q4-2023,3919,1.09,30.3
13949,Q3-2022,11439,1.09,18.7
12939,Q2-2026,5044,0.2,10.8
12518,Q1-2028,7666,0.098,4.6
10216,Q2-2022,775,1.09,10.6
12411,Q1-2024,2369,0.0067,11.7
11109,Q4-2025,9384,1.09,16.3
14414,Q2-2026,7149,0.61,6.3
14626,Q1-2023,4670,0.012,
12287,Q1-2025,47679,0.65,32.9
13032,Q3-2024,3559,1.09,5.9
10374,Q4-2024,505,0.27,17.2
11351,Q1-2023,1738,0.0067,5.7
12335,Q4-2022,1180,1.09,8.1
11263,Q3-2022,15729,1.0,
14422,Q1-2024,7350,1.0,6.3
10656,Q4-2023,2640,0.2,17.6
11606,Q3-2023,848,1.0,1.6
11528,Q2-2023,871,1.0,9.5
13165,Q2-2025,14689,1.09,22.6
11461,Q4-2023,1924,0.2,11.7
11577,Q4-2023,1471,1.09,7.2
10253,Q4-2023,609,0.0011,23.2
11909,Q1-2024,7512,0.0036,27.4
14444,Q4-2022,3217,1.27,24.6
14743,Q3-2025,1885,0.22,2.7
12720,Q1-2024,10351,0.096,8.8
10827,Q4-2024,791,0.012,18.2
11806,Q2-2024,10886,0.0067,5.7
11623,Q1-2025,224,1.0,29.3
12780,Q2-2024,7538,0.012,6.0
12032,Q4-2024,3537,0.0011,24.0
10056,Q3-2023,13390,1.27,3.5
12709,Q2-2023,5910,1.09,4.7
12421,Q1-2027,23476,1.0,4.1
13653,Q4-2024,2805,0.0091,5.8
14300,Q4-2023,3649,1.0,16.0
11223,Q1-2024,2396,0.044,17.9
10733,Q2-2022,42873,0.012,7.1
10368,Q4-2025,3251,0.65,5.6
14048,Q3-2024,1954,1.09,5.5
14713,Q2-2024,22652,0.0008,5.6
14975,Q1-2022,13824,0.032,11.3
11904,Q3-2022,33275,1.27,7.6
10698,Q3-2023,415,0.0001,8.7
14029,Q1-2024,2746,1.0,31.8
10152,Q4-2022,33340,1.0,15.7
12572,Q2-2023,17574,0.22,8.1
14660,Q1-2025,17430,1.09,0.0
13260,Q4-2022,22925,0.044,11.9
14835,Q3-2023,1903,0.0008,14.6
12636,Q2-2023,17496,1.0,17.1
14638,Q3-2025,2374,0.65,6.2
10899,Q3-2025,1771,1.09,2.3
10808,Q2-2027,14203,0.74,
14243,Q4-2023,545,1.0,14.6
14270,Q3-2023,3567,0.14,5.8
13554,Q3-2024,1304,0.012,13.2
11531,Q4-2022,1679,1.27,22.7
14778,Q4-2023,20184,0.0077,9.9
14912,Q2-2022,6206,0.054,12.3
13302,Q4-2023,2139,1.09,11.6
10156,Q2-2023,1814,1.0,6.3
14307,Q2-2024,13531,0.0008,8.8
13942,Q4-2022,5865,1.0,0.2
13218,Q4-2023,25614,0.22,10.2
11481,Q4-2025,8508,0.0067,7.3
12633,Q1-2024,5971,0.14,29.4
11848,Q1-2023,2225,1.09,15.2
10407,Q4-2024,8919,1.09,10.9
14369,Q1-2026,963,0.0067,5.6
13897,Q4-2025,602,0.0011,4.7
11369,Q1-2024,1675,1.09,7.1
10326,Q3-2022,3081,0.74,1.8
11710,Q3-2025,6140,0.74,8.3
10690,Q3-2022,2804,0.0001,9.5
