customer_id,last_invoice_amount_usd,lifetime_revenue_usd,add_on_revenue_usd,next_quarter_revenue_usd,acv_local,acv_usd,subscription_value_local,daily_active_users,feature_adoption_pct,sessions_per_user_day,avg_session_minutes,integrations_count,custom_reports_count,automations_active,api_calls_monthly,mobile_users_pct,support_tickets,csat_score,nps_score,renewal_probability,price_sensitivity,renewal_risk_flag,churn
14460,215,3590,262,268,34914,1117,46122,73,64.7,3.0,12.0,3,5,10,16444,21.8,4,3.6,27.0,0.79,Medium,Low,0
13668,161,3560,1697,238,66807,801,76090,134,100.0,3.6,23.0,3,15,25,46941,22.9,4,4.8,70.0,0.88,Low,Low,0
12593,5522,20681,340,6775,29674,21958,37374,94,68.4,3.2,24.0,1,12,10,44412,17.1,4,3.8,36.0,0.75,High,Low,0
12485,7879,108516,487,9665,28630,36360,40211,50,20.5,2.9,19.0,3,5,4,12817,32.0,3,3.7,47.0,0.8,Low,Low,0
13222,6362,90565,110,6819,38123,24779,54152,48,55.4,2.7,7.0,5,9,11,8516,9.7,8,2.5,29.0,0.61,Low,Medium,0
13376,731,4318,25,51,14136,3109,16286,26,37.1,2.5,3.0,0,3,5,4606,32.6,14,3.1,-7.0,0.5,Medium,Medium,1
10555,177,4047,371,226,91526,704,92732,183,82.0,3.9,27.0,8,10,22,59616,32.8,2,4.2,62.0,0.91,Medium,Low,0
11160,260,255,1157,338,34203,957,39771,78,94.5,3.6,13.0,5,11,14,27688,13.4,5,,47.0,0.69,Medium,Low,0
11214,477,725,161,34,7901,2133,10410,7,43.2,2.9,4.0,2,1,1,6803,20.5,9,2.6,-17.0,0.57,High,High,1
14077,6306,21212,1760,8053,34189,25299,40082,83,72.8,2.8,10.0,8,9,12,33928,27.3,4,3.7,13.0,0.78,Medium,Low,0
13837,291,245,8,271,30752,984,38013,88,68.1,2.7,15.0,5,10,8,22545,38.4,7,3.7,1.0,0.83,Medium,Low,0
12464,117,116,279,179,27629,497,28901,88,71.9,2.8,12.0,5,12,10,34946,2.6,5,3.6,62.0,0.9,Medium,Low,0
12520,19242,151304,1434,20643,75138,75138,85677,137,65.3,5.4,32.0,9,12,18,46643,9.2,3,5.0,88.0,0.99,Low,Low,0
10701,16937,269821,1107,22985,97308,72007,106116,130,81.6,4.9,29.0,8,17,23,60087,53.5,4,4.5,82.0,0.99,Medium,Low,0
14239,1126,7665,44,143,5966,3877,7840,43,5.0,2.3,2.0,1,4,3,2965,69.7,14,2.4,30.0,0.44,High,Medium,1
13272,5565,45262,2287,6486,28008,20725,35499,90,52.4,3.9,15.0,5,4,12,45603,57.1,5,4.3,47.0,0.86,High,Low,0
13529,42,628,1240,45,27559,184,42334,44,62.8,1.1,16.0,5,6,11,14039,27.9,5,3.4,-11.0,0.68,High,Low,0
11456,96,2275,1917,112,62337,417,67906,116,100.0,3.8,24.0,9,21,23,51121,32.3,3,3.7,49.0,0.99,Medium,Low,0
14327,1852,38496,4218,2062,69166,6570,69166,159,75.1,2.9,25.0,15,20,23,44461,73.7,6,4.1,42.0,0.98,Low,Low,0
12672,150,1484,89,19,9565,554,12570,25,24.3,2.2,2.0,4,3,5,4210,45.7,17,3.2,-43.0,0.41,High,Medium,1
13033,857,13590,5313,946,82202,3616,94486,171,89.6,4.1,30.0,7,20,12,23989,46.2,1,4.8,69.0,0.91,High,Low,0
10867,6264,85154,1250,5577,33060,24464,45601,50,34.8,1.7,13.0,7,3,8,10265,20.4,2,3.0,35.0,0.7,High,Low,0
11645,630,8279,682,710,51888,2801,54619,115,82.2,3.6,26.0,4,17,9,54624,46.6,3,4.1,63.0,0.99,Low,Low,0
13008,12849,235555,4772,15676,75655,55984,79220,106,93.7,4.9,23.0,11,14,22,63344,36.6,0,3.9,31.0,0.99,Medium,Low,0
10475,221,1437,1232,253,65348,784,71263,150,62.9,5.3,26.0,3,9,16,29352,24.3,4,4.0,43.0,0.81,Medium,Low,0
11491,19,459,1802,18,64427,70,67463,142,81.9,3.0,17.0,8,12,22,37031,22.2,2,4.8,68.0,0.93,Low,Low,0
12315,4373,46376,106,408,12637,16048,16265,15,31.8,1.4,14.0,1,1,4,5212,34.5,15,4.0,19.0,0.49,Medium,High,1
10730,2877,4686,426,2217,8444,10723,12795,70,17.7,3.4,12.0,4,2,4,3517,46.3,17,2.4,-9.0,0.49,High,Medium,0
12893,8869,82202,664,12070,36450,36450,44561,73,51.1,3.1,20.0,4,3,11,33107,51.1,5,4.5,-1.0,0.8,Low,Low,0
13041,146,681,50,116,9767,566,13528,72,6.1,2.1,2.0,0,6,2,5463,34.3,12,2.9,-3.0,0.31,High,Medium,0
11937,52,1019,343,3,11145,200,14090,16,45.0,1.5,2.0,1,1,2,5438,27.0,15,2.8,-1.0,0.64,Medium,Medium,1
11111,19798,531586,668,26625,92402,92402,109872,128,80.1,5.1,23.0,6,17,17,61764,31.6,3,,44.0,0.99,Low,Low,0
14195,21086,301206,3017,28543,85834,96992,88672,107,72.7,4.7,15.0,5,14,19,38065,35.3,5,4.1,66.0,0.93,Low,Low,0
14611,1115,18150,236,998,17679,3889,23924,78,36.4,2.8,14.0,3,9,7,9408,43.6,9,4.1,-36.0,0.8,High,Low,0
11186,76,1067,126,83,27442,329,40416,63,53.4,3.7,23.0,0,9,11,14667,38.1,3,2.6,,0.6,High,Low,0
12008,23279,526365,2958,1196,99998,99998,109527,174,86.3,3.3,21.0,9,6,17,14742,42.1,1,4.3,28.0,0.94,Low,Low,1
10194,1051,14120,533,136,43048,4218,54630,77,46.6,1.0,12.0,4,3,7,10522,15.9,9,2.6,53.0,0.55,High,Low,1
11516,12852,377208,1382,15628,49252,53684,49800,110,65.3,2.3,15.0,4,22,23,58005,35.7,2,3.9,50.0,0.83,High,Low,0
10579,9,158,0,7,46068,34,62424,90,72.0,0.7,13.0,2,9,2,9607,46.5,7,3.6,31.0,0.58,Medium,Low,0
12124,2270,37481,106,2136,63285,8859,76248,119,90.2,2.2,19.0,7,10,14,59967,50.9,1,4.4,78.0,0.74,High,Low,0
11430,2193,5929,190,1715,13457,9958,17523,92,63.1,0.5,2.0,3,1,0,4667,30.5,8,2.8,15.0,0.4,High,Low,0
13828,2373,30725,413,2066,14875,9073,19703,30,41.4,1.6,15.0,2,0,5,6341,13.8,8,2.7,-20.0,0.5,High,Low,0
12732,13032,298170,907,20239,59416,64763,63957,125,98.1,3.0,19.0,9,11,19,33699,44.5,2,4.5,34.0,0.99,Low,Low,0
11847,760,8743,318,80,12319,2463,16188,53,12.1,0.5,19.0,1,3,2,3356,24.2,9,2.7,-23.0,0.48,Medium,Medium,1
10132,153,2586,640,13,10287,596,13395,87,57.3,2.5,12.0,5,2,7,11912,34.5,6,4.1,42.0,0.61,Medium,Low,1
10179,2726,28968,461,2518,40894,10223,52496,68,49.8,3.1,16.0,4,4,6,18009,37.6,4,3.8,33.0,0.49,High,Low,0
14606,490,3834,54,304,8433,1855,10581,1,18.5,2.3,5.0,3,4,3,6194,45.3,12,3.8,8.0,0.32,Medium,Low,0
14906,77,292,221,82,27284,327,31506,84,46.7,3.6,21.0,3,9,20,24707,49.2,5,4.5,50.0,0.85,Medium,Low,0
12684,2,2,27,2,12998,9,13947,63,40.8,3.1,10.0,5,8,14,16982,58.0,7,4.5,63.0,0.65,Medium,Low,0
12526,12,209,1656,15,47609,52,52782,133,87.5,2.9,32.0,4,13,20,56624,42.1,3,3.8,39.0,0.96,Medium,Low,0
14982,18034,378060,2576,24426,73394,73394,77257,158,75.6,2.0,18.0,3,14,21,60731,32.1,3,4.1,56.0,0.8,Low,Low,0
12074,11653,122123,154,10011,38776,42265,51428,53,58.6,2.9,9.0,1,6,10,11688,60.6,5,3.9,44.0,0.75,Low,Low,0
10659,5179,43653,15,6238,26485,19598,28757,76,59.2,3.3,15.0,4,8,15,31294,30.6,3,,57.0,0.77,Medium,Low,0
11897,201,925,223,287,32533,910,37266,139,77.9,2.5,25.0,6,5,13,39894,49.1,6,3.3,60.0,0.85,Medium,Low,0
13536,10,10,61,14,36586,40,43764,53,52.6,2.5,18.0,4,9,13,27146,38.0,7,4.7,18.0,0.72,Medium,Low,0
13307,225,4883,3701,205,75815,909,79974,123,74.5,4.8,24.0,9,12,13,39540,29.7,4,4.8,57.0,0.99,Medium,Low,0
10343,1032,4999,75,1225,32330,4526,43927,84,50.8,1.0,18.0,5,10,9,12963,21.9,4,4.6,17.0,0.8,Medium,Low,0
13144,14221,363592,2987,17079,58078,63305,64820,168,85.4,3.6,31.0,9,15,23,63834,51.8,1,4.8,38.0,0.99,Medium,Low,0
10728,21662,354892,1600,27172,75300,82077,85085,152,81.7,2.0,39.0,6,26,20,38408,11.4,3,4.7,77.0,0.85,High,Low,0
14033,8573,7687,163,10416,31946,34821,34131,63,68.8,3.4,14.0,3,8,13,21534,52.9,9,4.6,44.0,0.73,High,Low,0
10977,21,287,113,15,13454,90,14688,38,48.1,0.8,19.0,2,3,3,5429,24.9,11,2.9,3.0,0.44,Medium,Low,0
12169,2526,3472,36,1485,8753,9540,11066,7,5.0,0.5,10.0,6,1,3,4248,32.6,14,3.1,17.0,0.68,Medium,High,0
14723,29410,332926,511,23162,82319,93020,95609,142,83.5,3.4,34.0,7,12,16,29232,37.3,1,4.7,,0.86,Low,Low,0
11929,23869,645809,937,32308,83700,106299,98704,128,73.1,5.1,28.0,4,19,20,70484,22.5,2,5.0,72.0,0.72,Low,Low,0
14579,3162,15074,71,203,11615,11615,14797,21,53.2,0.5,8.0,1,4,0,3241,20.1,7,3.4,-27.0,0.46,Low,High,1
14797,25818,593679,521,27318,95322,95322,104865,174,97.5,4.4,13.0,10,13,27,70081,52.1,6,4.0,49.0,0.84,Medium,Low,0
11300,413,1772,7,44,11982,1533,14703,1,15.3,1.3,12.0,2,1,2,7046,47.4,10,4.3,-26.0,0.3,Low,Medium,1
13363,9930,24884,309,11402,31579,35684,33524,107,59.4,3.0,12.0,7,8,5,37059,29.6,2,3.7,5.0,0.43,Low,Low,0
14740,58,57,1657,84,32329,248,37375,96,30.3,4.0,11.0,3,3,13,35039,16.4,5,4.4,46.0,0.81,High,Low,0
10661,14799,278188,753,20753,59258,64591,63787,196,79.4,4.3,35.0,6,9,21,25418,45.1,1,3.3,13.0,0.85,High,Low,0
11791,8041,35317,795,7539,26305,28672,29392,66,54.6,4.4,15.0,1,6,13,29336,19.0,2,5.0,23.0,0.84,Medium,Low,0
12687,3611,38177,321,4299,64908,16227,70553,113,76.1,4.1,19.0,1,19,14,41560,28.9,3,4.5,50.0,0.99,Medium,Low,0
14332,3905,78347,89,4344,17417,17417,25501,61,62.2,2.3,13.0,6,8,9,9727,51.5,8,4.1,22.0,0.66,High,Low,0
13173,1543,6544,207,2182,22483,6070,24439,98,40.6,4.0,13.0,0,7,18,33616,7.9,8,3.5,37.0,0.8,High,Low,0
12331,1311,1257,177,1572,25919,5183,27486,78,73.6,2.1,21.0,6,10,8,28564,17.5,3,4.7,11.0,0.77,Medium,Low,0
13254,2314,14967,138,1695,12009,8886,14592,1,46.0,1.3,11.0,1,1,4,5159,28.1,15,3.4,21.0,0.42,High,Low,0
12878,1225,13395,277,883,8490,5518,11113,15,44.2,1.4,8.0,2,2,2,4333,21.5,13,3.1,-11.0,0.35,High,Low,0
13834,103,129,136,106,11078,487,13560,1,35.0,0.5,15.0,0,0,4,7159,33.4,12,,8.0,0.36,Medium,Medium,0
13403,761,9744,239,624,11762,3175,14852,26,36.3,3.1,2.0,2,1,2,3862,42.7,10,2.8,-38.0,0.42,Low,High,0
11279,26,194,147,23,16017,107,21442,73,50.4,3.5,12.0,3,3,8,15158,47.3,11,3.5,10.0,0.73,Low,Low,0
13274,133,299,401,143,42825,513,49168,70,58.5,2.7,11.0,5,11,11,33233,33.0,2,3.2,43.0,0.67,Medium,Low,0
11622,2579,38355,333,2529,8719,11073,11912,32,22.3,3.2,10.0,0,1,1,4991,64.9,10,3.2,-20.0,0.36,Low,Low,0
13215,27,459,643,22,84871,93,90578,127,81.1,5.1,30.0,8,16,24,54323,30.5,2,5.0,44.0,0.99,Low,Low,0
13015,11556,295084,57,17222,60755,60755,66255,200,51.2,4.7,23.0,5,12,24,65903,1.9,6,4.2,51.0,0.99,Low,Low,0
10068,2950,18651,16,1686,9845,10731,11679,41,52.9,0.8,4.0,0,0,3,4303,55.5,11,3.6,-49.0,0.54,High,Low,0
12749,4656,50302,10,4102,18211,23127,23318,32,46.6,2.0,10.0,2,4,5,4840,49.3,12,3.9,-8.0,0.48,Low,Low,0
12278,5,108,1295,7,38293,24,41578,131,72.5,5.0,28.0,8,6,15,44166,20.7,0,4.9,82.0,0.72,Low,Low,0
14041,5186,33583,20,3781,20601,20601,24438,15,52.9,2.3,8.0,1,0,2,4131,39.4,15,3.1,-5.0,0.58,Low,Medium,0
10821,192,5173,2228,238,65566,786,80548,178,55.2,5.3,12.0,11,17,17,28679,26.4,0,4.4,57.0,0.99,Low,Low,0
11227,4612,75040,14,340,16010,18091,16747,43,43.3,2.0,11.0,2,0,4,6961,25.5,10,3.2,-22.0,0.34,High,High,1
14136,343,7338,2408,5,96236,1154,96236,143,90.2,3.4,25.0,5,17,18,54833,38.7,2,4.6,42.0,0.99,Low,Low,1
14320,2554,13762,246,1549,10114,10114,13668,1,11.0,2.2,11.0,2,4,1,3442,9.6,13,2.7,6.0,0.43,High,High,0
12790,4,39,191,0,15174,16,18416,65,25.9,1.6,5.0,0,4,2,3303,36.9,14,2.8,8.0,0.53,High,Medium,1
14624,42,602,965,42,25352,169,31572,76,35.2,3.8,11.0,5,5,10,11985,41.3,4,3.8,43.0,0.67,High,Low,0
14597,156,2180,75,145,12103,701,15618,61,15.9,1.2,4.0,2,0,1,4611,24.1,9,2.6,-2.0,0.4,Medium,Low,0
14404,15136,259850,8339,17853,50461,55002,54909,92,53.6,4.6,32.0,11,15,20,50111,40.6,4,4.8,55.0,0.9,Medium,Low,0
13569,64,746,810,68,22883,274,29040,67,54.4,1.5,16.0,6,7,7,13630,53.4,4,3.7,-2.0,0.65,Medium,Medium,0
11144,384,6202,202,374,31424,1696,39281,76,48.5,2.4,22.0,1,4,19,14163,7.7,9,3.1,11.0,0.83,Low,Low,0
10398,15179,151325,33,13945,48113,52443,59035,166,85.8,6.6,22.0,8,15,14,35802,33.1,7,5.0,43.0,0.99,High,Low,0
13097,19427,413138,40,20743,72021,72021,78284,115,73.5,5.1,26.0,6,15,23,68140,28.9,4,4.9,75.0,0.95,Low,Low,0
14436,8247,27928,2274,11326,32939,35903,35649,54,54.7,3.4,17.0,2,9,6,41784,35.3,7,3.9,44.0,0.75,Medium,Low,0
12940,5594,141948,3786,7301,102091,27564,112189,145,70.1,3.7,32.0,6,12,14,69224,19.0,5,4.9,29.0,0.99,Low,Low,0
11399,15824,164330,991,22907,53922,58774,53922,82,68.9,3.3,17.0,6,9,11,12493,37.3,4,4.2,68.0,0.76,Medium,Low,0
11660,1518,36932,1277,1899,64150,6158,64150,154,78.2,3.8,29.0,7,12,17,59747,34.9,2,3.6,58.0,0.89,Low,Low,0
10980,4011,49029,228,5282,66209,17876,71346,147,77.0,4.0,26.0,10,19,16,59430,47.8,3,4.3,45.0,0.99,Low,Low,0
11299,12489,14194,594,14485,41059,52144,46818,87,50.1,4.6,22.0,3,11,11,25944,41.1,5,3.5,-1.0,0.62,Medium,Low,0
13667,24014,407946,2639,27491,81384,88708,89828,169,49.7,4.5,17.0,8,17,22,70110,82.1,3,4.3,44.0,0.84,Medium,Low,0
10083,8740,126749,363,9162,32351,35262,47023,38,18.1,2.8,24.0,6,2,9,16374,39.3,8,2.8,42.0,0.53,High,Low,0
12322,14257,188847,4286,18946,65111,65111,70697,156,62.0,6.2,29.0,10,12,19,30035,40.0,2,4.0,37.0,0.99,Medium,Low,0
13715,13241,167431,48,10349,42043,42043,56359,61,36.0,1.6,19.0,4,2,8,17113,39.0,4,4.4,-5.0,0.62,Low,Low,0
13986,71,762,3799,96,50517,338,55944,159,62.3,5.1,23.0,5,12,15,38500,36.7,7,4.6,66.0,0.82,Medium,Low,0
14031,3410,26347,227,449,11490,12524,16276,22,47.1,0.8,4.0,3,1,5,6331,40.7,15,2.2,-23.0,0.42,Medium,High,1
12439,354,3604,196,256,7972,1594,9842,14,22.7,1.7,13.0,1,1,4,5152,55.7,11,2.0,-10.0,0.4,High,Medium,0
10424,17635,209421,3460,19041,78255,78255,90260,155,90.6,5.7,27.0,10,15,22,53575,17.9,2,,48.0,0.99,High,Low,0
13462,5,5,1639,8,40849,26,43457,59,47.9,3.0,27.0,0,5,19,26663,33.3,4,2.9,-18.0,0.75,Medium,Low,0
11905,8933,44887,61,11959,30210,32928,33493,83,60.3,2.0,18.0,3,9,13,31204,41.2,9,4.2,21.0,0.84,Medium,Low,0
14678,246,6608,3347,234,76523,918,81931,153,55.9,4.3,31.0,9,15,20,39387,30.5,4,4.3,39.0,0.86,Medium,Low,0
13572,3879,52543,3254,4776,65128,14328,71886,157,43.9,4.3,28.0,7,8,18,74505,43.6,1,4.6,65.0,0.85,Low,Low,0
13348,2933,13012,32,3526,16344,12094,18406,70,44.4,3.9,13.0,10,9,10,29450,30.3,5,4.5,63.0,0.68,Medium,Low,0
11566,37,37,604,1,12695,152,14883,64,23.5,0.6,8.0,2,0,4,7521,46.4,8,3.3,-36.0,0.49,Medium,High,1
13576,206,3228,4,26,9980,948,11446,24,42.0,1.6,16.0,0,1,1,6438,44.1,21,2.8,23.0,0.53,High,Low,1
10840,531,1524,294,515,13194,2638,16209,3,40.8,1.3,11.0,3,1,4,4027,27.0,14,3.6,7.0,0.43,Medium,Low,0
10501,481,3261,461,615,33952,1969,37269,69,45.8,2.6,20.0,3,9,15,33925,26.8,7,4.1,52.0,0.74,Medium,Low,0
10142,153,1059,645,106,12954,569,16694,47,23.7,0.5,9.0,4,2,2,6955,61.3,15,3.2,-29.0,0.45,High,Medium,0
11378,1100,8790,143,1007,30519,4272,41750,50,31.3,3.1,20.0,5,3,7,8971,49.9,5,3.3,21.0,0.82,Medium,Low,0
13941,10436,235453,713,14329,62139,45982,66318,142,57.1,3.8,18.0,6,10,23,63506,38.8,3,,44.0,0.99,Medium,Low,0
14122,7208,6692,154,430,40661,24803,41114,81,38.8,4.6,17.0,7,5,17,49373,31.4,4,4.3,61.0,0.75,Low,Low,1
11139,1425,20632,2604,1504,84165,4881,97414,152,74.4,2.6,36.0,10,20,26,38318,43.6,0,,64.0,0.94,Medium,Low,0
14403,925,17027,3826,1065,40303,3828,45956,175,78.1,4.3,26.0,8,11,27,54875,10.3,3,4.3,67.0,0.96,High,Low,0
11788,75,1021,637,111,30465,365,35716,72,41.5,1.5,15.0,4,10,11,33751,35.6,2,3.9,61.0,0.85,Medium,Low,0
11479,0,3,59,0,10455,2,13867,51,23.2,0.9,4.0,3,0,5,5992,37.6,7,2.1,27.0,0.57,High,Medium,0
10551,3962,51586,260,165,13610,17284,16165,47,42.9,0.5,17.0,2,5,4,7345,33.8,10,2.7,-46.0,0.49,Medium,Medium,1
13306,19199,454266,2918,20407,75655,75655,81002,148,73.7,3.3,29.0,12,19,23,69435,35.5,1,,78.0,0.8,Medium,Low,0
12020,5886,36451,125,3753,17591,19174,19163,50,36.3,1.1,7.0,0,1,1,5762,41.4,7,2.7,14.0,0.43,Low,High,0
10949,7916,90439,106,9203,33576,36597,43891,34,97.2,3.3,24.0,2,6,8,14779,18.1,4,4.0,35.0,0.89,Medium,Low,0
12410,1397,17651,78,1531,32425,6485,43582,40,65.6,2.6,15.0,5,6,10,15916,32.5,4,,-21.0,0.62,Medium,Low,0
10533,256,251,426,195,10233,972,12649,33,28.0,1.9,8.0,2,2,3,4701,41.4,14,2.3,-17.0,0.5,Medium,Medium,0
14664,11265,153544,337,12114,59469,44007,66670,144,43.7,3.5,22.0,8,14,13,62475,33.1,4,4.4,100.0,0.99,Low,Low,0
11830,26,158,71,14,13378,89,18030,31,35.5,1.1,9.0,2,1,3,2696,50.1,11,2.8,-32.0,0.44,Medium,Low,0
13108,3,14,1427,0,17948,13,22605,93,64.6,4.0,16.0,4,9,12,32758,26.8,7,4.8,35.0,0.75,Low,Medium,1
14891,4805,130634,510,4534,85947,18908,95286,138,76.9,3.3,23.0,8,18,26,38304,15.1,3,3.9,66.0,0.94,Medium,Low,0
14113,2035,3590,51,2618,33752,8438,39616,93,72.1,2.4,22.0,9,8,11,25121,26.8,9,5.0,24.0,0.66,Low,Low,0
11603,10282,10794,92,15108,35002,44452,38849,76,40.8,1.3,16.0,6,11,10,29840,48.3,7,3.6,55.0,0.82,Medium,Low,0
10640,343,3497,0,302,27558,1212,38223,96,65.2,3.2,14.0,6,5,9,16097,29.4,7,4.4,39.0,0.76,Medium,Low,0
14981,7494,58885,1522,7711,20823,26445,27472,54,50.8,1.6,7.0,3,4,15,13983,16.8,6,4.0,33.0,0.61,Medium,Low,0
10968,25966,360589,1244,31792,82157,104339,82904,155,100.0,3.9,24.0,8,13,16,23312,50.5,1,5.0,23.0,0.91,Low,Low,0
14370,21,130,160,9,10253,68,13491,1,21.1,1.9,4.0,2,2,1,5301,39.7,12,,-2.0,0.44,Low,High,0
12907,2215,14566,197,2155,33731,9107,43807,80,49.5,4.5,13.0,5,9,8,14274,65.3,6,4.1,-22.0,0.72,Medium,Low,0
11684,21773,439732,3983,21544,106900,79106,113003,131,64.4,3.4,30.0,5,8,23,56186,21.8,7,4.4,55.0,0.99,Medium,Low,0
14610,4957,68537,25,5385,21670,23620,32344,46,50.8,3.4,15.0,4,3,10,13190,32.1,6,3.3,24.0,0.67,High,Low,0
13907,5197,65831,161,4289,18279,19924,30364,1,50.1,0.6,17.0,3,6,10,10088,52.1,7,3.9,-7.0,0.8,Low,Low,0
10156,7029,46404,354,9075,27562,27562,29105,115,68.4,2.8,17.0,6,9,16,38748,49.8,5,3.4,59.0,0.9,High,Low,0
12649,10477,60212,68,16441,34950,44386,40266,54,88.3,3.1,23.0,6,10,15,45608,43.7,2,3.3,52.0,0.83,Low,Low,0
13190,10446,271004,2656,9275,54244,35258,56329,165,48.7,3.7,21.0,9,17,16,35073,60.1,9,4.2,38.0,0.92,Medium,Low,0
11090,33,416,57,31,12251,147,16760,52,33.7,1.7,2.0,3,1,4,5290,20.5,17,2.5,-9.0,0.47,Medium,Medium,0
12828,13774,303594,5515,15857,76821,56847,84886,147,63.6,3.6,28.0,6,17,23,51251,53.9,2,4.8,51.0,0.93,High,Low,0
14373,35,435,286,21,11949,143,15088,10,27.2,2.8,10.0,2,1,1,6924,59.9,13,2.1,3.0,0.52,High,Low,0
10289,3997,34134,31,273,11620,14757,13850,9,26.2,1.3,13.0,1,1,4,4397,13.9,13,3.0,-38.0,0.52,High,Medium,1
10931,68,1779,1923,94,85485,307,96813,173,71.1,3.9,22.0,9,13,17,63883,27.2,3,4.1,50.0,0.86,Medium,Low,0
12700,578,464,337,488,7757,2094,10555,56,42.0,4.0,8.0,7,7,9,15173,52.6,7,4.5,12.0,0.74,Low,Low,0
13117,6248,97193,3714,6058,82200,22194,96820,166,64.9,3.5,19.0,10,16,28,42070,23.3,2,4.6,72.0,0.85,Low,Low,0
14138,2844,55901,969,2878,36575,9875,47562,64,26.7,1.5,13.0,4,5,5,14017,31.5,8,3.3,23.0,0.87,High,Low,0
12577,0,0,248,0,34209,2,38963,82,49.6,2.7,16.0,3,14,11,22112,44.0,4,5.0,62.0,0.83,Low,Low,0
13690,2972,11333,267,1913,13978,10343,18813,31,37.3,0.5,2.0,4,0,3,4725,27.6,15,3.3,-7.0,0.36,Low,Medium,0
10943,18885,245022,4081,17011,100882,74652,101902,146,38.6,5.2,13.0,10,5,21,37024,32.1,3,5.0,55.0,0.95,Low,Low,0
14103,12153,39093,228,14247,40611,44265,46519,70,70.4,3.5,25.0,5,9,7,13273,27.6,5,4.0,52.0,0.89,High,Low,0
14807,25,26,277,19,9254,111,12677,43,5.0,1.3,2.0,2,4,3,5477,25.4,7,2.5,-27.0,0.64,High,Medium,0
11699,91,659,416,104,32266,387,38596,41,58.7,0.9,9.0,3,9,7,9915,46.1,10,3.2,14.0,0.69,High,Low,0
14855,18854,396055,490,23574,73220,73220,89293,163,57.1,4.4,15.0,6,15,24,52407,2.6,3,5.0,80.0,0.99,Medium,Low,0
13151,2258,52477,1099,2423,58860,8652,59097,173,100.0,3.4,27.0,12,10,15,53464,39.4,2,4.3,23.0,0.99,Low,Low,0
13933,2363,5127,105,1629,12443,9207,16308,9,5.0,0.8,10.0,0,1,3,6549,48.4,12,2.5,-22.0,0.28,Medium,High,0
13367,7462,9526,936,10438,35854,35854,40377,65,59.4,2.0,21.0,2,9,16,32177,31.2,3,4.2,53.0,0.99,Medium,Low,0
13271,7373,66016,163,7274,26861,30352,40454,76,42.3,1.3,15.0,5,2,7,14124,20.2,6,3.9,20.0,0.66,Medium,Low,0
10986,8391,30579,82,9364,29454,32104,37957,24,59.7,2.3,15.0,4,4,10,7113,30.2,4,3.2,43.0,0.7,Low,Low,0
12953,1521,30553,3239,1993,47791,6690,54124,146,54.1,4.0,26.0,9,11,14,95711,23.4,4,4.2,30.0,0.99,Medium,Low,0
14865,5807,49761,797,7391,20725,20725,24971,52,84.1,2.2,23.0,6,7,9,44114,25.6,7,4.1,29.0,0.82,Low,Low,0
12370,96,604,305,61,12340,345,16859,7,5.0,0.5,2.0,2,1,5,9239,25.9,7,2.8,8.0,0.38,Medium,High,0
14925,2816,30373,387,488,13334,13334,16987,25,35.9,0.7,5.0,1,1,4,5891,34.8,8,2.8,24.0,0.35,Medium,Medium,1
10982,8554,76542,8,7579,27948,30463,37315,61,24.1,2.2,20.0,6,7,4,13634,0.0,6,4.2,14.0,0.62,High,Low,0
12654,5684,7149,1146,8131,26940,26940,31583,97,69.6,1.5,16.0,6,10,18,33357,32.9,6,3.8,79.0,0.77,Medium,Low,0
12586,2880,4368,266,1273,9248,10080,12414,14,29.9,1.7,19.0,1,5,3,6201,21.9,15,2.6,-33.0,0.48,Medium,High,0
13372,28672,741497,913,35316,119536,130294,124517,119,81.7,4.4,31.0,7,15,14,59915,26.0,3,3.9,53.0,0.93,Medium,Low,0
13134,15886,364381,585,16501,95243,70479,95626,170,55.8,3.5,19.0,5,14,25,55342,35.7,6,4.5,35.0,0.94,Medium,Low,0
13758,17160,470118,2046,18563,82137,60781,91569,147,87.9,1.8,23.0,8,11,8,55546,21.7,3,4.3,49.0,0.88,Low,Low,0
12527,3669,33228,825,4070,21203,13781,31274,42,48.3,2.7,9.0,6,9,6,18056,42.2,5,3.3,49.0,0.7,Medium,Low,0
14097,10522,7867,487,11169,33302,36299,35964,62,49.6,4.0,9.0,5,7,13,25584,26.7,5,4.0,17.0,0.7,Low,Low,0
11458,28,52,245,1,9456,113,12608,27,5.0,1.4,16.0,3,5,1,5428,29.5,13,2.9,-25.0,0.35,Medium,High,1
11396,67,752,54,70,40393,270,45591,141,75.2,4.9,24.0,9,13,19,45004,14.1,5,3.9,,0.99,Low,Low,0
10265,7565,101604,515,7222,26459,28840,39257,60,19.5,2.8,20.0,1,6,9,2262,48.4,1,4.1,-18.0,0.71,Medium,Low,0
12550,13294,390799,871,16321,59972,59972,61955,171,84.1,4.1,26.0,12,3,21,39186,54.0,1,4.5,87.0,0.99,Low,Low,0
10930,6860,76650,3603,9953,28679,28679,30805,67,62.5,4.0,21.0,10,13,7,16070,67.7,3,3.1,75.0,0.65,Medium,Low,0
13264,0,0,88,0,16808,0,23216,6,56.1,1.8,13.0,0,5,4,6026,26.7,11,2.8,-14.0,0.42,High,Low,0
12423,5496,5621,695,6440,17961,22810,21563,79,36.9,2.8,26.0,5,13,8,20829,38.5,6,3.9,11.0,0.92,High,Low,0
